Destination	Place	Rating	Description
Hyderabad	Salar Jung Museum	3.7	The Salar Jung Museum is located at Darushifa, on the southern bank of the Musi River, in Hyderabad. This is one of the three national museums in the country. The collection of museum was sourced from the property of Salar Jung Family and it has a myriad collection of paintings, sculptures, carvings, manuscripts etc.
Hyderabad	Purani Haveli	3.7	Originally built to serve as the home to the Peshwa of Mohammed Quli Qutub Shah, Mir Momen, Purani Haveli is converted into a museum known for its remarkable exhibits of artwork and talent. It houses a fascinating collection of items gifted to Mir Osman Ali Khan, the seventh Nizam of Hyderabad.
Hyderabad	Birla Mandir	3.2	One of the popular attractions in Hyderabad, Birla Mandir is dedicated to the Lord Venkateshwara of Tirumala and is modelled after and is the replica of the idol of Balaji of Tirupati. The temple itself is located at the top of a 280 feet tall hill called the Naubat Pahad that overlooks both, Hyderabad and Secunderabad and is one of the best viewpoints in the city.
Hyderabad	Chowmahalla Palace	4.2	The Chowmahalla Palace of Hyderabad once served as the official residence of the Nizams of Hyderabad during their reign still retains some of its past splendour. The architecture of the palace is an imposing sight to behold. The facade itself is a delicate artwork of domes, arches, windows and meticulously carved out designs.
Hyderabad	Jala Vihar	4.2	Sprawling over an area of 12.5 acres adjacent to Hussain Lake, Jalvihar is the largest water amusement park in Hyderabad.  It also has rain dance, indoor game zone, dry rides and an enormous food court.
Hyderabad	Lumbini Park	4.2	Lumbini Park is a gorgeous urban park named after Lumbini of Nepal. Located alongside Hussain Sagar, the park has an artificial water tank. A huge statue of Lord Buddha is installed in the tank which can be reached through paddle boats. The park also holds musical fountain shows.
Hyderabad	Nehru Zoological Park	3.7	With about a 100 species finding habitats here, the Nehru Zoological Park is one of the largest zoos in India. Also known as Hyderabad Zoo, it houses the Indian Rhino, Asiatic Lion, Bengal Tiger, Indian Elephant as well as panthers, pythons, deers, antelopes. The zoo also hosts safaris and educational shows.
Hyderabad	B.M. Birla Planetarium and Science & Technological Museum	3.2	A one of its kind planetarium, the Birla Planetarium is one of the most modern planetariums in India. It is most popular for the Sky Show, the theme of which changes each year. The planetarium also houses a museum, science centre, art gallery and dinosaurium.
Hyderabad	Durgam Cheruvu	3.7	Durgam Cheruvu is a serene and picturesque lake which once served as a water source for the Golconda fort. It is a lively and vibrant spot for pedal boating, camping, and trekking. The historical lake is also popular for its sunrise and sunset views.
Hyderabad	Qutub Shahi Tombs	3.7	Located in the Ibrahim Bagh, Qutub Shahi Tombs are a group of small and big mosques and tombs built by the rulers of the Qutub Shah dynasty. The tombs are all built on a raised platform and have a dome-shaped structure. The little tombs are single-storeyed while the bigger ones are double storeyed.
Hyderabad	Taj Falaknuma Palace	3.7	Taj Falaknuma Palace is perched around 2000 metres above the city of Hyderabad. Once the royal residence of Nizam- probably the richest man in the world, the palace has now been converted into a five-star luxury heritage hotel.
Hyderabad	Laad Bazaar	3.7	Laad Bazaar is a famous and historic market known for its shopping souvenirs and bangles. Located adjacent to Charminar, it is one of the oldest markets in Hyderabad. There are more than 150 workshops located here that produce some of the finest bangles called lac bangles.
Hyderabad	Snow World Hyderabad	3.7	The Snow World of Hyderabad is the world's biggest and the first snow-themed park in India. With snow fall produced of mineral water, it is a popular attraction to be visited with kids. It offers activities like ice skating, ice boarding, snow slides with bumping-car, toboggan rides and many more.
Hyderabad	Necklace Road	3.7	Necklace Road is a long boulevard that encircles Hyderabad’s Tank Bund, resembling a glittering necklace. Tank Bund consists of the beautiful Hussain Sagar Lake with a giant monolithic statue of Gautama Buddha. Lined with beautiful green gardens, eat streets and local shopping, it is a popular picnic spot.
Hyderabad	NTR Gardens	3.7	Located adjacent to the Hussain Sagar Lake in Hyderabad, NTR Gardens is a tiny but gorgeous park dotted with brightly coloured plants and tall trees. Boasting of well-groomed landscaping, ornate lamp posts and brilliant water fountains, the NTR Gardens park also has a souvenir shop, toy train, freefall, restaurants and variety of fun activities.
Hyderabad	Shilparamam	3.7	Situated in Madhapur area of Hyderabad, Shilparamam is a traditional crafts village created with the idea to preserve and conserve traditional crafts. The village has been set amidst cascading waterfalls and lush greenery; it has sections designated to depict each region of the country.
Hyderabad	Chilkur Balaji Temple	4.2	Chilkur Balaji Temple is situated in the picturesque village of Chilkur, about 30kms from Hyderabad. It is also called the VISA Temple because it is believed that paying your obeisance to the presiding deity, Lord Balaji Venkateswara, along with Sridevi and Bhoodev can grant your wishes of gaining a USA Visa!
Hyderabad	Food in Hyderabad	4.2	When you are in Hyderabad, you are bound to try out the very famous Hyderabadi Biryani that comes along with a curry and raita. It is one of the top things to do in Hyderabad and it comes with mutton, chicken and even with vegetables (for all you vegetarians).
Hyderabad	Inorbit Mall	4.2	Located in the Madhapur area in Hyderabad, Inorbit Mall is a massive mall replete with big brand stores, food chains, local eateries and game zone. The mall also has an enormous parking and a huge movie theatre.
Hyderabad	Iskcon Hyderabad	3.7	ISKON temple of Hyderabad is located in the Nampally region. The main deity in the temple is Lord Krishna. One can also see idols of Sri Gaura-Nitai, Sri Jagannatha Baladeva-Subhadra and Sri Radha Madana-Mohana.
Hyderabad	Taramati Baradari	3.7	Taramati Baradari is an ancient sarai (resting place) built during the reign of Ibrahim Quli Qutub Shah. The building is now a cultural complex which has an open-air auditorium for 1600 people, air-cooled theatre which can accommodate 500 people, a banquet hall and a multi-cuisine restaurant.
Hyderabad	Mount Opera Theme Park Resort	3.2	With a startling amount of choices available on amusement rides, from Ferris wheel to Columbus, the Mount Opera Theme Park resort are ideal for a day full of enjoyment and excitement. They also have a few eccentric ones like the Jumping Frogs, Thrillarium and the Alien Planet.
Hyderabad	Paigah Tombs	3.2	Located in the suburbs of Pisal Banda in Hyderabad, Paigah Tombs are a group of tombs of the Paigah royal family. Although now in a derelict and dilapidated state, the Paigah Tombs still boast of striking architecture and marvellously carved marble panels.
Hyderabad	Sanghi Temple	3.2	Said to be a replica of the Tirumala Temple, the Sanghi Temple is dedicated to Hindu God Venkateswara. It situated about 35 kms from Hyderabad in Sanghi Nagar. Perched atop the Parmanand Giri Hill, it has a magnificent gopuram and boasts of marvellous architecture.
Hyderabad	Mecca Masjid	4.2	Mecca Masjid in Hyderabad is one of the oldest and largest mosques in the city. The bricks used here are believed to be from Mecca, and hence the name. Its interiors are a testament to the grandeur of the rulers of the Quli dynasty.
Hyderabad	Forum Sujana Mall	4.2	Located in Kukatpally in Hyderabad, Forum Sujana Mall is a shopping mall mostly popular for the launching of its big brand store- Zara.
Hyderabad	Hyderabad Botanical Garden	4.2	Situated in the Hi-Tech city, around 16 kms from the city centre of Hyderabad, Hyderabad Botanical Garden is a major attraction of the city. The park boasts of a rich variety of plants, shrubs, trees, flowering plants and medicinal herbs. In addition to that, several meandering water ways and fountains add to the charm of the place.
Hyderabad	Wonderla	3.0	Wonderla is a water and amusement park in Hyderabad replete with roller coasters, water rides, ferris wheel and a kiddie area. It is the perfect place for an outing with families, especially with little ones in tow.
Hyderabad	GVK One Mall	3.0	GVK One is a gigantic shopping mall situated in Banjara Hills area of Hyderabad. The highlight of the mall is the massive Shoppers Stop outlet sprawling over three floors.
